Year,State,Age group,Sex,Number of death
2010,Perak,Under 1 year,Female,120
2010,Perak,1-4,Male,48
2010,Perak,1-4,Female,44
2010,Perak,5-9,Male,23
2010,Perak,5-9,Female,19
2010,Perak,10-14,Male,50
2010,Perak,10-14,Female,24
2010,Perak,15-19,Male,159
2010,Perak,15-19,Female,46
2010,Perak,20-24,Male,169
2010,Perak,20-24,Female,48
2010,Perak,25-29,Male,168
2010,Perak,25-29,Female,74
2010,Perak,30-34,Male,226
2010,Perak,30-34,Female,63
2010,Perak,35-39,Male,231
2010,Perak,35-39,Female,90
2010,Perak,40-44,Male,326
2010,Perak,40-44,Female,152
2010,Perak,45-49,Male,490
2010,Perak,45-49,Female,222
2010,Perak,50-54,Male,582
2010,Perak,50-54,Female,317
2010,Perak,55-59,Male,748
2010,Perak,55-59,Female,411
2010,Perak,60-64,Male,841
2010,Perak,60-64,Female,557
2010,Perak,65-69,Male,935
2010,Perak,65-69,Female,556
2010,Perak,70-74,Male,1178
2010,Perak,70-74,Female,838
2010,Perak,75-79,Male,1027
2010,Perak,75-79,Female,1015
2010,Perak,80-84,Male,823
2010,Perak,80-84,Female,954
2010,Perak,85 +,Male,638
2010,Perak,85 +,Female,1059
2010,Perlis,Under 1 year,Male,17
2010,Perlis,Under 1 year,Female,16
2010,Perlis,1-4,Male,5
2010,Perlis,1-4,Female,3
2010,Perlis,5-9,Male,7
2010,Perlis,5-9,Female,1
2010,Perlis,10-14,Male,13
2010,Perlis,10-14,Female,1
2010,Perlis,15-19,Male,24
2010,Perlis,15-19,Female,8
2010,Perlis,20-24,Male,29
2010,Perlis,20-24,Female,10
2010,Perlis,25-29,Male,23
2010,Perlis,25-29,Female,4
2010,Perlis,30-34,Male,18
2010,Perlis,30-34,Female,10
2010,Perlis,35-39,Male,21
2010,Perlis,35-39,Female,8
2010,Perlis,40-44,Male,21
2010,Perlis,40-44,Female,14
2010,Perlis,45-49,Male,35
2010,Perlis,45-49,Female,28
2010,Perlis,50-54,Male,66
2010,Perlis,50-54,Female,34
2010,Perlis,55-59,Male,78
2010,Perlis,55-59,Female,40
2010,Perlis,60-64,Male,86
2010,Perlis,60-64,Female,54
2010,Perlis,65-69,Male,107
2010,Perlis,65-69,Female,58
2010,Perlis,70-74,Male,123
2010,Perlis,70-74,Female,85
2010,Perlis,75-79,Male,95
2010,Perlis,75-79,Female,97
2010,Perlis,80-84,Male,114
2010,Perlis,80-84,Female,135
2010,Perlis,85 +,Male,72
2010,Perlis,85 +,Female,123
2010,Pulau Pinang,Under 1 year,Male,83
2010,Pulau Pinang,Under 1 year,Female,62
2010,Pulau Pinang,1-4,Male,19
2010,Pulau Pinang,1-4,Female,15
2010,Pulau Pinang,5-9,Male,8
2010,Pulau Pinang,5-9,Female,10
2010,Pulau Pinang,10-14,Male,22
2010,Pulau Pinang,10-14,Female,21
2010,Pulau Pinang,15-19,Male,63
2010,Pulau Pinang,15-19,Female,23
2010,Pulau Pinang,20-24,Male,71
2010,Pulau Pinang,20-24,Female,25
2010,Pulau Pinang,25-29,Male,82
2010,Pulau Pinang,25-29,Female,36
2010,Pulau Pinang,30-34,Male,100
2010,Pulau Pinang,30-34,Female,36
2010,Pulau Pinang,35-39,Male,118
2010,Pulau Pinang,35-39,Female,48
2010,Pulau Pinang,40-44,Male,177
2010,Pulau Pinang,40-44,Female,86
2010,Pulau Pinang,45-49,Male,280
2010,Pulau Pinang,45-49,Female,118
2010,Pulau Pinang,50-54,Male,364
2010,Pulau Pinang,50-54,Female,196
2010,Pulau Pinang,55-59,Male,461
2010,Pulau Pinang,55-59,Female,259
2010,Pulau Pinang,60-64,Male,560
2010,Pulau Pinang,60-64,Female,314
2010,Pulau Pinang,65-69,Male,551
2010,Pulau Pinang,65-69,Female,334
2010,Pulau Pinang,70-74,Male,634
2010,Pulau Pinang,70-74,Female,496
2010,Pulau Pinang,75-79,Male,547
2010,Pulau Pinang,75-79,Female,546
2010,Pulau Pinang,80-84,Male,453
2010,Pulau Pinang,80-84,Female,666
2010,Pulau Pinang,85 +,Male,411
2010,Pulau Pinang,85 +,Female,768
2010,Sabah,Under 1 year,Male,124
2010,Sabah,Under 1 year,Female,101
2010,Sabah,1-4,Male,22
2010,Sabah,1-4,Female,26
2010,Sabah,5-9,Male,43
2010,Sabah,5-9,Female,26
2010,Sabah,10-14,Male,45
2010,Sabah,10-14,Female,24
2010,Sabah,15-19,Male,72
2010,Sabah,15-19,Female,35
2010,Sabah,20-24,Male,99
2010,Sabah,20-24,Female,41
2010,Sabah,25-29,Male,126
2010,Sabah,25-29,Female,58
2010,Sabah,30-34,Male,121
2010,Sabah,30-34,Female,59
2010,Sabah,35-39,Male,140
2010,Sabah,35-39,Female,50
2010,Sabah,40-44,Male,188
2010,Sabah,40-44,Female,116
2010,Sabah,45-49,Male,252
2010,Sabah,45-49,Female,134
2010,Sabah,50-54,Male,350
2010,Sabah,50-54,Female,216
2010,Sabah,55-59,Male,399
2010,Sabah,55-59,Female,212
2010,Sabah,60-64,Male,357
2010,Sabah,60-64,Female,198
2010,Sabah,65-69,Male,500
2010,Sabah,65-69,Female,307
2010,Sabah,70-74,Male,547
2010,Sabah,70-74,Female,418
2010,Sabah,75-79,Male,534
2010,Sabah,75-79,Female,397
2010,Sabah,80-84,Male,337
2010,Sabah,80-84,Female,298
2010,Sabah,85 +,Male,318
2010,Sabah,85 +,Female,332
2010,Sarawak,Under 1 year,Male,167
2010,Sarawak,Under 1 year,Female,114
2010,Sarawak,1-4,Male,35
2010,Sarawak,1-4,Female,30
2010,Sarawak,5-9,Male,31
2010,Sarawak,5-9,Female,16
2010,Sarawak,10-14,Male,43
2010,Sarawak,10-14,Female,29
2010,Sarawak,15-19,Male,88
2010,Sarawak,15-19,Female,24
2010,Sarawak,20-24,Male,136
2010,Sarawak,20-24,Female,42
2010,Sarawak,25-29,Male,133
2010,Sarawak,25-29,Female,56
2010,Sarawak,30-34,Male,151
2010,Sarawak,30-34,Female,52
2010,Sarawak,35-39,Male,170
2010,Sarawak,35-39,Female,93
2010,Sarawak,40-44,Male,211
2010,Sarawak,40-44,Female,131
2010,Sarawak,45-49,Male,321
2010,Sarawak,45-49,Female,155
2010,Sarawak,50-54,Male,358
2010,Sarawak,50-54,Female,237
2010,Sarawak,55-59,Male,449
2010,Sarawak,55-59,Female,289
2010,Sarawak,60-64,Male,549
2010,Sarawak,60-64,Female,313
2010,Sarawak,65-69,Male,657
2010,Sarawak,65-69,Female,460
2010,Sarawak,70-74,Male,636
2010,Sarawak,70-74,Female,478
2010,Sarawak,75-79,Male,629
2010,Sarawak,75-79,Female,662
2010,Sarawak,80-84,Male,553
2010,Sarawak,80-84,Female,536
2010,Sarawak,85 +,Male,634
2010,Sarawak,85 +,Female,728
2010,Selangor,Under 1 year,Male,304
2010,Selangor,Under 1 year,Female,253
2010,Selangor,1-4,Male,78
2010,Selangor,1-4,Female,53
2010,Selangor,5-9,Male,46
2010,Selangor,5-9,Female,27
2010,Selangor,10-14,Male,63
2010,Selangor,10-14,Female,39
2010,Selangor,15-19,Male,235
2010,Selangor,15-19,Female,72
2010,Selangor,20-24,Male,283
2010,Selangor,20-24,Female,82
2010,Selangor,25-29,Male,239
2010,Selangor,25-29,Female,86
2010,Selangor,30-34,Male,279
2010,Selangor,30-34,Female,123
2010,Selangor,35-39,Male,396
2010,Selangor,35-39,Female,158
2010,Selangor,40-44,Male,494
2010,Selangor,40-44,Female,223
2010,Selangor,45-49,Male,710
2010,Selangor,45-49,Female,353
2010,Selangor,50-54,Male,918
2010,Selangor,50-54,Female,485
2010,Selangor,55-59,Male,991
2010,Selangor,55-59,Female,606
2010,Selangor,60-64,Male,1203
2010,Selangor,60-64,Female,659
2010,Selangor,65-69,Male,1051
2010,Selangor,65-69,Female,673
2010,Selangor,70-74,Male,1223
2010,Selangor,70-74,Female,920
2010,Selangor,75-79,Male,931
2010,Selangor,75-79,Female,1022
2010,Selangor,80-84,Male,710
2010,Selangor,80-84,Female,861
2010,Selangor,85 +,Male,639
2010,Selangor,85 +,Female,1070
2010,Terengganu,Under 1 year,Male,108
2010,Terengganu,Under 1 year,Female,94
2010,Terengganu,1-4,Male,25
2010,Terengganu,1-4,Female,24
2010,Terengganu,5-9,Male,17
2010,Terengganu,5-9,Female,23
2010,Terengganu,10-14,Male,41
2010,Terengganu,10-14,Female,16
2010,Terengganu,15-19,Male,97
2010,Terengganu,15-19,Female,21
2010,Terengganu,20-24,Male,84
2010,Terengganu,20-24,Female,34
2010,Terengganu,25-29,Male,90
2010,Terengganu,25-29,Female,36
2010,Terengganu,30-34,Male,132
2010,Terengganu,30-34,Female,37
2010,Terengganu,35-39,Male,147
2010,Terengganu,35-39,Female,33
2010,Terengganu,40-44,Male,162
2010,Terengganu,40-44,Female,61
2010,Terengganu,45-49,Male,196
2010,Terengganu,45-49,Female,87
2010,Terengganu,50-54,Male,222
2010,Terengganu,50-54,Female,124
2010,Terengganu,55-59,Male,259
2010,Terengganu,55-59,Female,157
2010,Terengganu,60-64,Male,317
2010,Terengganu,60-64,Female,199
2010,Terengganu,65-69,Male,356
2010,Terengganu,65-69,Female,245
2010,Terengganu,70-74,Male,419
2010,Terengganu,70-74,Female,326
2010,Terengganu,75-79,Male,279
2010,Terengganu,75-79,Female,279
2010,Terengganu,80-84,Male,184
2010,Terengganu,80-84,Female,292
2010,Terengganu,85 +,Male,293
2010,Terengganu,85 +,Female,348
2010,WP Kuala Lumpur,Under 1 year,Male,80
2010,WP Kuala Lumpur,Under 1 year,Female,55
2010,WP Kuala Lumpur,1-4,Male,20
2010,WP Kuala Lumpur,1-4,Female,21
2010,WP Kuala Lumpur,5-9,Male,10
2010,WP Kuala Lumpur,5-9,Female,12
2010,WP Kuala Lumpur,10-14,Male,15
2010,WP Kuala Lumpur,10-14,Female,10
2010,WP Kuala Lumpur,15-19,Male,46
2010,WP Kuala Lumpur,15-19,Female,12
2010,WP Kuala Lumpur,20-24,Male,70
2010,WP Kuala Lumpur,20-24,Female,25
2010,WP Kuala Lumpur,25-29,Male,69
2010,WP Kuala Lumpur,25-29,Female,22
2010,WP Kuala Lumpur,30-34,Male,72
2010,WP Kuala Lumpur,30-34,Female,26
2010,WP Kuala Lumpur,35-39,Male,125
2010,WP Kuala Lumpur,35-39,Female,44
2010,WP Kuala Lumpur,40-44,Male,156
2010,WP Kuala Lumpur,40-44,Female,60
2010,WP Kuala Lumpur,45-49,Male,227
2010,WP Kuala Lumpur,45-49,Female,107
2010,WP Kuala Lumpur,50-54,Male,336
2010,WP Kuala Lumpur,50-54,Female,141
2010,WP Kuala Lumpur,55-59,Male,391
2010,WP Kuala Lumpur,55-59,Female,162
2010,WP Kuala Lumpur,60-64,Male,467
2010,WP Kuala Lumpur,60-64,Female,238
2010,WP Kuala Lumpur,65-69,Male,367
2010,WP Kuala Lumpur,65-69,Female,248
2010,WP Kuala Lumpur,70-74,Male,461
2010,WP Kuala Lumpur,70-74,Female,327
2010,WP Kuala Lumpur,75-79,Male,382
2010,WP Kuala Lumpur,75-79,Female,335
2010,WP Kuala Lumpur,80-84,Male,273
2010,WP Kuala Lumpur,80-84,Female,345
2010,WP Kuala Lumpur,85 +,Male,259
2010,WP Kuala Lumpur,85 +,Female,449
2010,WP Labuan,Under 1 year,Male,6
2010,WP Labuan,Under 1 year,Female,9
2010,WP Labuan,1-4,Male,1
2010,WP Labuan,1-4,Female,4
2010,WP Labuan,5-9,Male,0
2010,WP Labuan,5-9,Female,0
2010,WP Labuan,10-14,Male,1
2010,WP Labuan,10-14,Female,0
2010,WP Labuan,15-19,Male,5
2010,WP Labuan,15-19,Female,0
2010,WP Labuan,20-24,Male,7
2010,WP Labuan,20-24,Female,2
2010,WP Labuan,25-29,Male,5
2010,WP Labuan,25-29,Female,1
2010,WP Labuan,30-34,Male,3
2010,WP Labuan,30-34,Female,2
2010,WP Labuan,35-39,Male,3
2010,WP Labuan,35-39,Female,3
2010,WP Labuan,40-44,Male,7
2010,WP Labuan,40-44,Female,8
2010,WP Labuan,45-49,Male,10
2010,WP Labuan,45-49,Female,6
2010,WP Labuan,50-54,Male,14
2010,WP Labuan,50-54,Female,4
2010,WP Labuan,55-59,Male,6
2010,WP Labuan,55-59,Female,7
2010,WP Labuan,60-64,Male,11
2010,WP Labuan,60-64,Female,5
2010,WP Labuan,65-69,Male,9
2010,WP Labuan,65-69,Female,7
2010,WP Labuan,70-74,Male,19
2010,WP Labuan,70-74,Female,14
2010,WP Labuan,75-79,Male,14
2010,WP Labuan,75-79,Female,11
2010,WP Labuan,80-84,Male,11
2010,WP Labuan,80-84,Female,7
2010,WP Labuan,85 +,Male,12
2010,WP Labuan,85 +,Female,9
2010,WP Putrajaya,Under 1 year,Male,13
2010,WP Putrajaya,Under 1 year,Female,5
2010,WP Putrajaya,1-4,Male,2
2010,WP Putrajaya,1-4,Female,1
2010,WP Putrajaya,5-9,Male,1
2010,WP Putrajaya,5-9,Female,1
2010,WP Putrajaya,10-14,Male,1
2010,WP Putrajaya,10-14,Female,0
2010,WP Putrajaya,15-19,Male,0
2010,WP Putrajaya,15-19,Female,0
2010,WP Putrajaya,20-24,Male,0
2010,WP Putrajaya,20-24,Female,1
2010,WP Putrajaya,25-29,Male,2
2010,WP Putrajaya,25-29,Female,2
2010,WP Putrajaya,30-34,Male,1
2010,WP Putrajaya,30-34,Female,1
2010,WP Putrajaya,35-39,Male,0
2010,WP Putrajaya,35-39,Female,0
2010,WP Putrajaya,40-44,Male,3
2010,WP Putrajaya,40-44,Female,1
2010,WP Putrajaya,45-49,Male,1
2010,WP Putrajaya,45-49,Female,4
2010,WP Putrajaya,50-54,Male,10
2010,WP Putrajaya,50-54,Female,4
2010,WP Putrajaya,55-59,Male,6
2010,WP Putrajaya,55-59,Female,1
2010,WP Putrajaya,60-64,Male,1
2010,WP Putrajaya,60-64,Female,5
2010,WP Putrajaya,65-69,Male,2
2010,WP Putrajaya,65-69,Female,1
2010,WP Putrajaya,70-74,Male,2
2010,WP Putrajaya,70-74,Female,7
2010,WP Putrajaya,75-79,Male,5
2010,WP Putrajaya,75-79,Female,5
2010,WP Putrajaya,80-84,Male,2
2010,WP Putrajaya,80-84,Female,4
2010,WP Putrajaya,85 +,Male,0
2010,WP Putrajaya,85 +,Female,0
2011,Malaysia,Under 1 year,Male,1872
2011,Malaysia,Under 1 year,Female,1458
2011,Malaysia,1-4,Male,420
2011,Malaysia,1-4,Female,342
2011,Malaysia,5-9,Male,360
2011,Malaysia,5-9,Female,256
2011,Malaysia,10-14,Male,482
2011,Malaysia,10-14,Female,282
2011,Malaysia,15-19,Male,1513
2011,Malaysia,15-19,Female,429
2011,Malaysia,20-24,Male,1680
2011,Malaysia,20-24,Female,563
2011,Malaysia,25-29,Male,1716
2011,Malaysia,25-29,Female,651
2011,Malaysia,30-34,Male,2020
2011,Malaysia,30-34,Female,691
2011,Malaysia,35-39,Male,2431
2011,Malaysia,35-39,Female,940
2011,Malaysia,40-44,Male,3019
2011,Malaysia,40-44,Female,1392
2011,Malaysia,45-49,Male,4175
2011,Malaysia,45-49,Female,2080
2011,Malaysia,50-54,Male,5801
2011,Malaysia,50-54,Female,2927
2011,Malaysia,55-59,Male,6960
2011,Malaysia,55-59,Female,3930
2011,Malaysia,60-64,Male,7943
2011,Malaysia,60-64,Female,4824
2011,Malaysia,65-69,Male,8276
2011,Malaysia,65-69,Female,5153
2011,Malaysia,70-74,Male,9344
2011,Malaysia,70-74,Female,7029
2011,Malaysia,75-79,Male,8137
2011,Malaysia,75-79,Female,7801
2011,Malaysia,80-84,Male,6187
2011,Malaysia,80-84,Female,7747
2011,Malaysia,85 +,Male,5833
2011,Malaysia,85 +,Female,8799
2011,Johor,Under 1 year,Male,205
2011,Johor,Under 1 year,Female,169
2011,Johor,1-4,Male,43
2011,Johor,1-4,Female,39
2011,Johor,5-9,Male,39
2011,Johor,5-9,Female,37
2011,Johor,10-14,Male,74
2011,Johor,10-14,Female,37
2011,Johor,15-19,Male,223
2011,Johor,15-19,Female,51
2011,Johor,20-24,Male,235
2011,Johor,20-24,Female,73
2011,Johor,25-29,Male,201
2011,Johor,25-29,Female,64
2011,Johor,30-34,Male,260
2011,Johor,30-34,Female,93
2011,Johor,35-39,Male,311
2011,Johor,35-39,Female,122
2011,Johor,40-44,Male,395
2011,Johor,40-44,Female,159
2011,Johor,45-49,Male,561
2011,Johor,45-49,Female,274
2011,Johor,50-54,Male,720
2011,Johor,50-54,Female,401
2011,Johor,55-59,Male,908
2011,Johor,55-59,Female,532
2011,Johor,60-64,Male,985
2011,Johor,60-64,Female,584
2011,Johor,65-69,Male,978
2011,Johor,65-69,Female,557
2011,Johor,70-74,Male,1086
2011,Johor,70-74,Female,809
2011,Johor,75-79,Male,958
2011,Johor,75-79,Female,901
2011,Johor,80-84,Male,771
2011,Johor,80-84,Female,899
2011,Johor,85 +,Male,651
2011,Johor,85 +,Female,1074
2011,Kedah,Under 1 year,Male,137
2011,Kedah,Under 1 year,Female,100
2011,Kedah,1-4,Male,24
2011,Kedah,1-4,Female,21
2011,Kedah,5-9,Male,28
2011,Kedah,5-9,Female,6
2011,Kedah,10-14,Male,54
2011,Kedah,10-14,Female,28
2011,Kedah,15-19,Male,154
2011,Kedah,15-19,Female,38
2011,Kedah,20-24,Male,125
2011,Kedah,20-24,Female,55
2011,Kedah,25-29,Male,130
2011,Kedah,25-29,Female,58
2011,Kedah,30-34,Male,149
2011,Kedah,30-34,Female,59
2011,Kedah,35-39,Male,164
2011,Kedah,35-39,Female,79
2011,Kedah,40-44,Male,244
2011,Kedah,40-44,Female,122
2011,Kedah,45-49,Male,345
2011,Kedah,45-49,Female,181
2011,Kedah,50-54,Male,498
2011,Kedah,50-54,Female,282
2011,Kedah,55-59,Male,619
2011,Kedah,55-59,Female,344
2011,Kedah,60-64,Male,691
2011,Kedah,60-64,Female,405
2011,Kedah,65-69,Male,713
2011,Kedah,65-69,Female,395
2011,Kedah,70-74,Male,899
2011,Kedah,70-74,Female,636
2011,Kedah,75-79,Male,800
2011,Kedah,75-79,Female,699
2011,Kedah,80-84,Male,575
2011,Kedah,80-84,Female,773
2011,Kedah,85 +,Male,495
2011,Kedah,85 +,Female,744
2011,Kelantan,Under 1 year,Male,177
2011,Kelantan,Under 1 year,Female,114
2011,Kelantan,1-4,Male,41
2011,Kelantan,1-4,Female,32
2011,Kelantan,5-9,Male,31
2011,Kelantan,5-9,Female,24
2011,Kelantan,10-14,Male,49
2011,Kelantan,10-14,Female,25
2011,Kelantan,15-19,Male,112
2011,Kelantan,15-19,Female,31
2011,Kelantan,20-24,Male,134
2011,Kelantan,20-24,Female,40
2011,Kelantan,25-29,Male,126
2011,Kelantan,25-29,Female,49
2011,Kelantan,30-34,Male,195
2011,Kelantan,30-34,Female,48
2011,Kelantan,35-39,Male,214
2011,Kelantan,35-39,Female,71
2011,Kelantan,40-44,Male,183
2011,Kelantan,40-44,Female,101
2011,Kelantan,45-49,Male,244
2011,Kelantan,45-49,Female,137
2011,Kelantan,50-54,Male,344
2011,Kelantan,50-54,Female,201
2011,Kelantan,55-59,Male,439
2011,Kelantan,55-59,Female,292
2011,Kelantan,60-64,Male,558
2011,Kelantan,60-64,Female,349
2011,Kelantan,65-69,Male,649
2011,Kelantan,65-69,Female,420
2011,Kelantan,70-74,Male,664
2011,Kelantan,70-74,Female,605
2011,Kelantan,75-79,Male,469
2011,Kelantan,75-79,Female,481
2011,Kelantan,80-84,Male,456
2011,Kelantan,80-84,Female,634
2011,Kelantan,85 +,Male,539
2011,Kelantan,85 +,Female,746
2011,Melaka,Under 1 year,Male,72
2011,Melaka,Under 1 year,Female,48
2011,Melaka,1-4,Male,16
2011,Melaka,1-4,Female,6
2011,Melaka,5-9,Male,10
2011,Melaka,5-9,Female,4
2011,Melaka,10-14,Male,12
2011,Melaka,10-14,Female,6
2011,Melaka,15-19,Male,51
2011,Melaka,15-19,Female,10
2011,Melaka,20-24,Male,59
2011,Melaka,20-24,Female,21
2011,Melaka,25-29,Male,38
2011,Melaka,25-29,Female,20
2011,Melaka,30-34,Male,43
2011,Melaka,30-34,Female,20
2011,Melaka,35-39,Male,86
2011,Melaka,35-39,Female,29
2011,Melaka,40-44,Male,85
2011,Melaka,40-44,Female,28
2011,Melaka,45-49,Male,149
2011,Melaka,45-49,Female,67
2011,Melaka,50-54,Male,192
2011,Melaka,50-54,Female,99
2011,Melaka,55-59,Male,226
2011,Melaka,55-59,Female,144
2011,Melaka,60-64,Male,244
2011,Melaka,60-64,Female,161
2011,Melaka,65-69,Male,284
2011,Melaka,65-69,Female,189
2011,Melaka,70-74,Male,355
2011,Melaka,70-74,Female,224
2011,Melaka,75-79,Male,279
2011,Melaka,75-79,Female,275
2011,Melaka,80-84,Male,234
2011,Melaka,80-84,Female,299
2011,Melaka,85 +,Male,207
2011,Melaka,85 +,Female,314
2011,Negeri Sembilan,Under 1 year,Male,71
2011,Negeri Sembilan,Under 1 year,Female,55
2011,Negeri Sembilan,1-4,Male,6
2011,Negeri Sembilan,1-4,Female,18
2011,Negeri Sembilan,5-9,Male,5
2011,Negeri Sembilan,5-9,Female,7
2011,Negeri Sembilan,10-14,Male,19
2011,Negeri Sembilan,10-14,Female,10
2011,Negeri Sembilan,15-19,Male,62
2011,Negeri Sembilan,15-19,Female,10
2011,Negeri Sembilan,20-24,Male,75
2011,Negeri Sembilan,20-24,Female,32
2011,Negeri Sembilan,25-29,Male,103
2011,Negeri Sembilan,25-29,Female,42
2011,Negeri Sembilan,30-34,Male,103
2011,Negeri Sembilan,30-34,Female,28
2011,Negeri Sembilan,35-39,Male,117
2011,Negeri Sembilan,35-39,Female,31
2011,Negeri Sembilan,40-44,Male,133
2011,Negeri Sembilan,40-44,Female,59
2011,Negeri Sembilan,45-49,Male,214
2011,Negeri Sembilan,45-49,Female,94
2011,Negeri Sembilan,50-54,Male,267
2011,Negeri Sembilan,50-54,Female,136
2011,Negeri Sembilan,55-59,Male,325
2011,Negeri Sembilan,55-59,Female,177
2011,Negeri Sembilan,60-64,Male,371
2011,Negeri Sembilan,60-64,Female,200
2011,Negeri Sembilan,65-69,Male,305
2011,Negeri Sembilan,65-69,Female,202
2011,Negeri Sembilan,70-74,Male,418
2011,Negeri Sembilan,70-74,Female,301
2011,Negeri Sembilan,75-79,Male,338
2011,Negeri Sembilan,75-79,Female,331
2011,Negeri Sembilan,80-84,Male,266
2011,Negeri Sembilan,80-84,Female,355
2011,Negeri Sembilan,85 +,Male,233
2011,Negeri Sembilan,85 +,Female,366
2011,Pahang,Under 1 year,Male,135
2011,Pahang,Under 1 year,Female,121
2011,Pahang,1-4,Male,37
2011,Pahang,1-4,Female,25
2011,Pahang,5-9,Male,39
2011,Pahang,5-9,Female,22
2011,Pahang,10-14,Male,38
2011,Pahang,10-14,Female,16
2011,Pahang,15-19,Male,118
2011,Pahang,15-19,Female,38
2011,Pahang,20-24,Male,116
2011,Pahang,20-24,Female,32
2011,Pahang,25-29,Male,131
2011,Pahang,25-29,Female,63
2011,Pahang,30-34,Male,185
2011,Pahang,30-34,Female,45
2011,Pahang,35-39,Male,220
2011,Pahang,35-39,Female,63
2011,Pahang,40-44,Male,183
2011,Pahang,40-44,Female,92
2011,Pahang,45-49,Male,261
2011,Pahang,45-49,Female,130
2011,Pahang,50-54,Male,349
2011,Pahang,50-54,Female,171
2011,Pahang,55-59,Male,385
2011,Pahang,55-59,Female,241
2011,Pahang,60-64,Male,537
2011,Pahang,60-64,Female,263
2011,Pahang,65-69,Male,552
2011,Pahang,65-69,Female,295
2011,Pahang,70-74,Male,540
2011,Pahang,70-74,Female,403
2011,Pahang,75-79,Male,398
2011,Pahang,75-79,Female,368
2011,Pahang,80-84,Male,249
2011,Pahang,80-84,Female,318
2011,Pahang,85 +,Male,259
2011,Pahang,85 +,Female,374
2011,Perak,Under 1 year,Male,131
2011,Perak,Under 1 year,Female,102
2011,Perak,1-4,Male,39
2011,Perak,1-4,Female,34
2011,Perak,5-9,Male,32
2011,Perak,5-9,Female,32
2011,Perak,10-14,Male,42
2011,Perak,10-14,Female,27
2011,Perak,15-19,Male,148
2011,Perak,15-19,Female,48
2011,Perak,20-24,Male,181
2011,Perak,20-24,Female,46
2011,Perak,25-29,Male,181
2011,Perak,25-29,Female,64
2011,Perak,30-34,Male,186
2011,Perak,30-34,Female,71
2011,Perak,35-39,Male,214
2011,Perak,35-39,Female,83
2011,Perak,40-44,Male,312
2011,Perak,40-44,Female,150
2011,Perak,45-49,Male,393
2011,Perak,45-49,Female,219
2011,Perak,50-54,Male,673
2011,Perak,50-54,Female,291
2011,Perak,55-59,Male,781
2011,Perak,55-59,Female,424
2011,Perak,60-64,Male,948
2011,Perak,60-64,Female,623
2011,Perak,65-69,Male,1006
2011,Perak,65-69,Female,600
2011,Perak,70-74,Male,1138
2011,Perak,70-74,Female,858
2011,Perak,75-79,Male,1101
2011,Perak,75-79,Female,1128
2011,Perak,80-84,Male,833
2011,Perak,80-84,Female,1050
2011,Perak,85 +,Male,703
2011,Perak,85 +,Female,1120
2011,Perlis,Under 1 year,Male,24
2011,Perlis,Under 1 year,Female,16
2011,Perlis,1-4,Male,8
2011,Perlis,1-4,Female,5
2011,Perlis,5-9,Male,9
2011,Perlis,5-9,Female,4
2011,Perlis,10-14,Male,4
2011,Perlis,10-14,Female,5
2011,Perlis,15-19,Male,15
2011,Perlis,15-19,Female,7
2011,Perlis,20-24,Male,16
2011,Perlis,20-24,Female,6
2011,Perlis,25-29,Male,17
2011,Perlis,25-29,Female,8
2011,Perlis,30-34,Male,15
2011,Perlis,30-34,Female,8
2011,Perlis,35-39,Male,22
2011,Perlis,35-39,Female,8
2011,Perlis,40-44,Male,26
2011,Perlis,40-44,Female,20
2011,Perlis,45-49,Male,33
2011,Perlis,45-49,Female,25
2011,Perlis,50-54,Male,64
2011,Perlis,50-54,Female,29
2011,Perlis,55-59,Male,77
2011,Perlis,55-59,Female,49
2011,Perlis,60-64,Male,112
2011,Perlis,60-64,Female,76
2011,Perlis,65-69,Male,91
2011,Perlis,65-69,Female,68
2011,Perlis,70-74,Male,125
2011,Perlis,70-74,Female,69
2011,Perlis,75-79,Male,82
2011,Perlis,75-79,Female,98
2011,Perlis,80-84,Male,80
2011,Perlis,80-84,Female,121
2011,Perlis,85 +,Male,85
2011,Perlis,85 +,Female,110
2011,Pulau Pinang,Under 1 year,Male,97
2011,Pulau Pinang,Under 1 year,Female,64
2011,Pulau Pinang,1-4,Male,13
2011,Pulau Pinang,1-4,Female,15
2011,Pulau Pinang,5-9,Male,17
2011,Pulau Pinang,5-9,Female,17
2011,Pulau Pinang,10-14,Male,19
2011,Pulau Pinang,10-14,Female,11
2011,Pulau Pinang,15-19,Male,77
2011,Pulau Pinang,15-19,Female,16
2011,Pulau Pinang,20-24,Male,72
2011,Pulau Pinang,20-24,Female,17
2011,Pulau Pinang,25-29,Male,89
2011,Pulau Pinang,25-29,Female,28
2011,Pulau Pinang,30-34,Male,103
2011,Pulau Pinang,30-34,Female,39
2011,Pulau Pinang,35-39,Male,130
2011,Pulau Pinang,35-39,Female,43
2011,Pulau Pinang,40-44,Male,181
2011,Pulau Pinang,40-44,Female,84
2011,Pulau Pinang,45-49,Male,249
2011,Pulau Pinang,45-49,Female,108
2011,Pulau Pinang,50-54,Male,378
2011,Pulau Pinang,50-54,Female,177
2011,Pulau Pinang,55-59,Male,502
2011,Pulau Pinang,55-59,Female,245
2011,Pulau Pinang,60-64,Male,583
2011,Pulau Pinang,60-64,Female,324
2011,Pulau Pinang,65-69,Male,548
2011,Pulau Pinang,65-69,Female,367
2011,Pulau Pinang,70-74,Male,632
2011,Pulau Pinang,70-74,Female,468
