date,region,revenue $
2022-12-13,Pantai Timur,15070
2022-12-13,Malaysia Timur,822
2022-12-13,Tengah,943
2022-12-14,Utara,14289
2022-12-14,Selatan,6150
2022-12-14,Pantai Timur,4425
2022-12-14,Malaysia Timur,8966
2022-12-14,Tengah,2198
2022-12-15,Utara,11348
2022-12-15,Selatan,4242
2022-12-15,Pantai Timur,3695
2022-12-15,Malaysia Timur,3452
2022-12-15,Tengah,9106
2022-12-16,Utara,13859
2022-12-16,Selatan,1308
2022-12-16,Pantai Timur,15035
2022-12-16,Malaysia Timur,4177
2022-12-16,Tengah,8705
2022-12-17,Utara,10112
2022-12-17,Selatan,15150
2022-12-17,Pantai Timur,6852
2022-12-17,Malaysia Timur,6035
2022-12-17,Tengah,3594
2022-12-18,Utara,4841
2022-12-18,Selatan,15358
2022-12-18,Pantai Timur,1409
2022-12-18,Malaysia Timur,12994
2022-12-18,Tengah,4566
2022-12-19,Utara,11382
2022-12-19,Selatan,4491
2022-12-19,Pantai Timur,1555
2022-12-19,Malaysia Timur,14596
2022-12-19,Tengah,804
2022-12-20,Utara,13221
2022-12-20,Selatan,1279
2022-12-20,Pantai Timur,14045
2022-12-20,Malaysia Timur,13192
2022-12-20,Tengah,15585
2022-12-21,Utara,13364
2022-12-21,Selatan,7083
2022-12-21,Pantai Timur,5986
2022-12-21,Malaysia Timur,5619
2022-12-21,Tengah,11769
2022-12-22,Utara,11093
2022-12-22,Selatan,1387
2022-12-22,Pantai Timur,13591
2022-12-22,Malaysia Timur,12880
2022-12-22,Tengah,10953
2022-12-23,Utara,15517
2022-12-23,Selatan,2679
2022-12-23,Pantai Timur,2106
2022-12-23,Malaysia Timur,8173
2022-12-23,Tengah,4223
2022-12-24,Utara,4831
2022-12-24,Selatan,2768
2022-12-24,Pantai Timur,12145
2022-12-24,Malaysia Timur,3186
2022-12-24,Tengah,11472
2022-12-25,Utara,2573
2022-12-25,Selatan,12808
2022-12-25,Pantai Timur,2599
2022-12-25,Malaysia Timur,4033
2022-12-25,Tengah,8428
2022-12-26,Utara,1304
2022-12-26,Selatan,11622
2022-12-26,Pantai Timur,7368
2022-12-26,Malaysia Timur,5877
2022-12-26,Tengah,1301
2022-12-27,Utara,15594
2022-12-27,Selatan,2541
2022-12-27,Pantai Timur,2051
2022-12-27,Malaysia Timur,6809
2022-12-27,Tengah,8633
2022-12-28,Utara,10268
2022-12-28,Selatan,11372
2022-12-28,Pantai Timur,10849
2022-12-28,Malaysia Timur,11990
2022-12-28,Tengah,8996
2022-12-29,Utara,74
2022-12-29,Selatan,6981
2022-12-29,Pantai Timur,15505
2022-12-29,Malaysia Timur,10367
2022-12-29,Tengah,12116
2022-12-30,Utara,10281
2022-12-30,Selatan,5475
2022-12-30,Pantai Timur,8232
2022-12-30,Malaysia Timur,15269
2022-12-30,Tengah,10273
2022-12-31,Utara,7184
2022-12-31,Selatan,5796
2022-12-31,Pantai Timur,15512
2022-12-31,Malaysia Timur,7141
2022-12-31,Tengah,13689
2023-01-01,Utara,12875
2023-01-01,Selatan,1622
2023-01-01,Pantai Timur,8041
2023-01-01,Malaysia Timur,341
2023-01-01,Tengah,12244
2023-01-02,Utara,2074
2023-01-02,Selatan,7992
2023-01-02,Pantai Timur,15646
2023-01-02,Malaysia Timur,645
2023-01-02,Tengah,13018
2023-01-03,Utara,4263
2023-01-03,Selatan,8801
2023-01-03,Pantai Timur,14603
2023-01-03,Malaysia Timur,14060
2023-01-03,Tengah,6136
2023-01-04,Utara,15156
2023-01-04,Selatan,8646
2023-01-04,Pantai Timur,11145
2023-01-04,Malaysia Timur,9900
2023-01-04,Tengah,11664
2023-01-05,Utara,2969
2023-01-05,Selatan,3028
2023-01-05,Pantai Timur,7643
2023-01-05,Malaysia Timur,12989
2023-01-05,Tengah,2681
2023-01-06,Utara,3629
2023-01-06,Selatan,13887
2023-01-06,Pantai Timur,4225
2023-01-06,Malaysia Timur,3067
2023-01-06,Tengah,5941
2023-01-07,Utara,1386
2023-01-07,Selatan,11968
2023-01-07,Pantai Timur,2866
2023-01-07,Malaysia Timur,4788
2023-01-07,Tengah,11555
2023-01-08,Utara,5490
2023-01-08,Selatan,13081
2023-01-08,Pantai Timur,4124
2023-01-08,Malaysia Timur,8340
2023-01-08,Tengah,3850
2023-01-09,Utara,5415
2023-01-09,Selatan,10250
2023-01-09,Pantai Timur,7679
2023-01-09,Malaysia Timur,6819
2023-01-09,Tengah,9328
2023-01-10,Utara,8378
2023-01-10,Selatan,11046
2023-01-10,Pantai Timur,15079
2023-01-10,Malaysia Timur,9442
2023-01-10,Tengah,1333
2023-01-11,Utara,12385
2023-01-11,Selatan,4150
2023-01-11,Pantai Timur,6766
2023-01-11,Malaysia Timur,2711
2023-01-11,Tengah,4853
2023-01-12,Utara,12693
2023-01-12,Selatan,6212
2023-01-12,Pantai Timur,7479
2023-01-12,Malaysia Timur,5408
2023-01-12,Tengah,9977
2023-01-13,Utara,7715
2023-01-13,Selatan,8942
2023-01-13,Pantai Timur,15507
2023-01-13,Malaysia Timur,1762
2023-01-13,Tengah,15603
2023-01-14,Utara,12112
2023-01-14,Selatan,7101
2023-01-14,Pantai Timur,7674
2023-01-14,Malaysia Timur,12652
2023-01-14,Tengah,6122
2023-01-15,Utara,481
2023-01-15,Selatan,14536
2023-01-15,Pantai Timur,153
2023-01-15,Malaysia Timur,7617
2023-01-15,Tengah,1524
2023-01-16,Utara,2120
2023-01-16,Selatan,15048
2023-01-16,Pantai Timur,2343
2023-01-16,Malaysia Timur,5136
2023-01-16,Tengah,5760
2023-01-17,Utara,1240
2023-01-17,Selatan,60
2023-01-17,Pantai Timur,9130
2023-01-17,Malaysia Timur,1639
2023-01-17,Tengah,6185
2023-01-18,Utara,12312
2023-01-18,Selatan,13350
2023-01-18,Pantai Timur,7970
2023-01-18,Malaysia Timur,12418
2023-01-18,Tengah,11761
2023-01-19,Utara,1252
2023-01-19,Selatan,4203
2023-01-19,Pantai Timur,8363
2023-01-19,Malaysia Timur,9650
2023-01-19,Tengah,3549
2023-01-20,Utara,4197
2023-01-20,Selatan,7009
2023-01-20,Pantai Timur,6667
2023-01-20,Malaysia Timur,2322
2023-01-20,Tengah,9828
2023-01-21,Utara,11307
2023-01-21,Selatan,4090
2023-01-21,Pantai Timur,6960
2023-01-21,Malaysia Timur,3004
2023-01-21,Tengah,5136
2023-01-22,Utara,329
2023-01-22,Selatan,3640
2023-01-22,Pantai Timur,12086
2023-01-22,Malaysia Timur,13808
2023-01-22,Tengah,7982
2023-01-23,Utara,4107
2023-01-23,Selatan,1341
2023-01-23,Pantai Timur,11855
2023-01-23,Malaysia Timur,8407
2023-01-23,Tengah,338
2023-01-24,Utara,5895
2023-01-24,Selatan,12254
2023-01-24,Pantai Timur,2708
2023-01-24,Malaysia Timur,11344
2023-01-24,Tengah,1750
2023-01-25,Utara,5604
2023-01-25,Selatan,2421
2023-01-25,Pantai Timur,7119
2023-01-25,Malaysia Timur,8901
2023-01-25,Tengah,5319
2023-01-26,Utara,6609
2023-01-26,Selatan,13400
2023-01-26,Pantai Timur,5387
2023-01-26,Malaysia Timur,11918
2023-01-26,Tengah,11834
2023-01-27,Utara,3993
2023-01-27,Selatan,8680
2023-01-27,Pantai Timur,8044
2023-01-27,Malaysia Timur,13849
2023-01-27,Tengah,8238
2023-01-28,Utara,11551
2023-01-28,Selatan,4873
2023-01-28,Pantai Timur,13327
2023-01-28,Malaysia Timur,4806
2023-01-28,Tengah,8592
2023-01-29,Utara,12182
2023-01-29,Selatan,5913
2023-01-29,Pantai Timur,7124
2023-01-29,Malaysia Timur,3157
2023-01-29,Tengah,12537
2023-01-30,Utara,390
2023-01-30,Selatan,12045
2023-01-30,Pantai Timur,4430
2023-01-30,Malaysia Timur,8820
2023-01-30,Tengah,7686
2023-01-31,Utara,4232
2023-01-31,Selatan,11122
2023-01-31,Pantai Timur,15023
2023-01-31,Malaysia Timur,8007
2023-01-31,Tengah,1521
2023-02-01,Utara,9018
2023-02-01,Selatan,13014
2023-02-01,Pantai Timur,1500
2023-02-01,Malaysia Timur,6737
2023-02-01,Tengah,3294
2023-02-02,Utara,5085
2023-02-02,Selatan,2419
2023-02-02,Pantai Timur,9126
2023-02-02,Malaysia Timur,3042
2023-02-02,Tengah,4497
2023-02-03,Utara,1466
2023-02-03,Selatan,3561
2023-02-03,Pantai Timur,614
2023-02-03,Malaysia Timur,5392
2023-02-03,Tengah,7693
2023-02-04,Utara,9374
2023-02-04,Selatan,3223
2023-02-04,Pantai Timur,7138
2023-02-04,Malaysia Timur,2667
2023-02-04,Tengah,14523
2023-02-05,Utara,7980
2023-02-05,Selatan,13409
2023-02-05,Pantai Timur,130
2023-02-05,Malaysia Timur,15140
2023-02-05,Tengah,13482
2023-02-06,Utara,2983
2023-02-06,Selatan,15321
2023-02-06,Pantai Timur,4278
2023-02-06,Malaysia Timur,7126
2023-02-06,Tengah,12651
2023-02-07,Utara,8230
2023-02-07,Selatan,7694
2023-02-07,Pantai Timur,12151
2023-02-07,Malaysia Timur,6640
2023-02-07,Tengah,11779
2023-02-08,Utara,5468
2023-02-08,Selatan,15317
2023-02-08,Pantai Timur,920
2023-02-08,Malaysia Timur,7564
2023-02-08,Tengah,10961
2023-02-09,Utara,15520
2023-02-09,Selatan,12303
2023-02-09,Pantai Timur,8684
2023-02-09,Malaysia Timur,13737
2023-02-09,Tengah,9323
2023-02-10,Utara,15229
2023-02-10,Selatan,11713
2023-02-10,Pantai Timur,8502
2023-02-10,Malaysia Timur,8930
2023-02-10,Tengah,3241
2023-02-11,Utara,545
2023-02-11,Selatan,10653
2023-02-11,Pantai Timur,4346
2023-02-11,Malaysia Timur,13046
2023-02-11,Tengah,9996
2023-02-12,Utara,11404
2023-02-12,Selatan,13585
2023-02-12,Pantai Timur,13919
2023-02-12,Malaysia Timur,3810
2023-02-12,Tengah,14202
2023-02-13,Utara,7206
2023-02-13,Selatan,9005
2023-02-13,Pantai Timur,12316
2023-02-13,Malaysia Timur,13245
2023-02-13,Tengah,2032
2023-02-14,Utara,12764
2023-02-14,Selatan,12605
2023-02-14,Pantai Timur,8436
2023-02-14,Malaysia Timur,13035
2023-02-14,Tengah,12984
2023-02-15,Utara,271
2023-02-15,Selatan,3511
2023-02-15,Pantai Timur,1771
2023-02-15,Malaysia Timur,9454
2023-02-15,Tengah,10616
2023-02-16,Utara,4361
2023-02-16,Selatan,7069
2023-02-16,Pantai Timur,920
2023-02-16,Malaysia Timur,8190
2023-02-16,Tengah,3430
2023-02-17,Utara,4435
2023-02-17,Selatan,12676
2023-02-17,Pantai Timur,10816
2023-02-17,Malaysia Timur,3760
2023-02-17,Tengah,2050
2023-02-18,Utara,11692
2023-02-18,Selatan,1165
2023-02-18,Pantai Timur,8567
2023-02-18,Malaysia Timur,2033
2023-02-18,Tengah,6467
2023-02-19,Utara,145
2023-02-19,Selatan,14269
2023-02-19,Pantai Timur,4388
2023-02-19,Malaysia Timur,7832
2023-02-19,Tengah,8623
2023-02-20,Utara,8896
2023-02-20,Selatan,15284
2023-02-20,Pantai Timur,8173
2023-02-20,Malaysia Timur,14286
2023-02-20,Tengah,2632
2023-02-21,Utara,4494
2023-02-21,Selatan,15152
2023-02-21,Pantai Timur,8056
2023-02-21,Malaysia Timur,7511
2023-02-21,Tengah,9155
2023-02-22,Utara,15499
2023-02-22,Selatan,10426
2023-02-22,Pantai Timur,10233
2023-02-22,Malaysia Timur,1828
2023-02-22,Tengah,10300
2023-02-23,Utara,12260
2023-02-23,Selatan,9130
2023-02-23,Pantai Timur,15739
2023-02-23,Malaysia Timur,4805
2023-02-23,Tengah,806
2023-02-24,Utara,9655
2023-02-24,Selatan,7486
2023-02-24,Pantai Timur,13613
2023-02-24,Malaysia Timur,11607
2023-02-24,Tengah,8202
2023-02-25,Utara,13373
2023-02-25,Selatan,1868
2023-02-25,Pantai Timur,14561
2023-02-25,Malaysia Timur,15512
2023-02-25,Tengah,7878
2023-02-26,Utara,14899
2023-02-26,Selatan,13059
2023-02-26,Pantai Timur,5690
2023-02-26,Malaysia Timur,13895
2023-02-26,Tengah,7827
2023-02-27,Utara,5429
2023-02-27,Selatan,9076
2023-02-27,Pantai Timur,15602
2023-02-27,Malaysia Timur,3564
2023-02-27,Tengah,1389
2023-02-28,Utara,11593
2023-02-28,Selatan,7274
2023-02-28,Pantai Timur,12513
2023-02-28,Malaysia Timur,824
2023-02-28,Tengah,2265
2023-03-01,Utara,936
2023-03-01,Selatan,10992
2023-03-01,Pantai Timur,10745
2023-03-01,Malaysia Timur,6402
2023-03-01,Tengah,14199
2023-03-02,Utara,3845
2023-03-02,Selatan,1796
2023-03-02,Pantai Timur,8245
2023-03-02,Malaysia Timur,7214
2023-03-02,Tengah,726
2023-03-03,Utara,2736
2023-03-03,Selatan,13832
2023-03-03,Pantai Timur,11362
2023-03-03,Malaysia Timur,13331
2023-03-03,Tengah,1913
2023-03-04,Utara,14064
2023-03-04,Selatan,9788
2023-03-04,Pantai Timur,10106
2023-03-04,Malaysia Timur,7657
2023-03-04,Tengah,2466
2023-03-05,Utara,10929
2023-03-05,Selatan,9041
2023-03-05,Pantai Timur,10301
2023-03-05,Malaysia Timur,7312
2023-03-05,Tengah,14551
2023-03-06,Utara,8194
2023-03-06,Selatan,12447
2023-03-06,Pantai Timur,7906
2023-03-06,Malaysia Timur,12261
2023-03-06,Tengah,4876
2023-03-07,Utara,7287
2023-03-07,Selatan,892
2023-03-07,Pantai Timur,10222
2023-03-07,Malaysia Timur,11352
2023-03-07,Tengah,10568
2023-03-08,Utara,4675
2023-03-08,Selatan,1933
2023-03-08,Pantai Timur,1380
2023-03-08,Malaysia Timur,11873
2023-03-08,Tengah,1290
2023-03-09,Utara,1640
2023-03-09,Selatan,13239
2023-03-09,Pantai Timur,7490
2023-03-09,Malaysia Timur,10874
2023-03-09,Tengah,9179
2023-03-10,Utara,1218
2023-03-10,Selatan,5016
2023-03-10,Pantai Timur,6881
2023-03-10,Malaysia Timur,9547
2023-03-10,Tengah,12457
2023-03-11,Utara,12808
2023-03-11,Selatan,13774
2023-03-11,Pantai Timur,12327
2023-03-11,Malaysia Timur,9752
2023-03-11,Tengah,15620
2023-03-12,Utara,9610
2023-03-12,Selatan,954
2023-03-12,Pantai Timur,15585
2023-03-12,Malaysia Timur,9175
2023-03-12,Tengah,7291
2023-03-13,Utara,974
2023-03-13,Selatan,4133
2023-03-13,Pantai Timur,14663
2023-03-13,Malaysia Timur,5370
2023-03-13,Tengah,3972
2023-03-14,Utara,5295
2023-03-14,Selatan,13913
2023-03-14,Pantai Timur,9105
2023-03-14,Malaysia Timur,12741
2023-03-14,Tengah,8228
2023-03-15,Utara,11579
2023-03-15,Selatan,9903
2023-03-15,Pantai Timur,3020
2023-03-15,Malaysia Timur,8987
2023-03-15,Tengah,4036
2023-03-16,Utara,5068
2023-03-16,Selatan,12880
2023-03-16,Pantai Timur,5233
2023-03-16,Malaysia Timur,11303
2023-03-16,Tengah,9516
2023-03-17,Utara,14559
2023-03-17,Selatan,317
2023-03-17,Pantai Timur,2396
2023-03-17,Malaysia Timur,2162
2023-03-17,Tengah,2745
2023-03-18,Utara,13634
2023-03-18,Selatan,1591
2023-03-18,Pantai Timur,11303
2023-03-18,Malaysia Timur,14177
2023-03-18,Tengah,6183
2023-03-19,Utara,3930
2023-03-19,Selatan,10188
2023-03-19,Pantai Timur,14060
2023-03-19,Malaysia Timur,1312
2023-03-19,Tengah,9477
2023-03-20,Utara,4311
2023-03-20,Selatan,7314
2023-03-20,Pantai Timur,2383
2023-03-20,Malaysia Timur,3239
2023-03-20,Tengah,2139
2023-03-21,Utara,14688
2023-03-21,Selatan,14906
2023-03-21,Pantai Timur,15151
2023-03-21,Malaysia Timur,1704
2023-03-21,Tengah,6924
2023-03-22,Utara,362
2023-03-22,Selatan,2604
2023-03-22,Pantai Timur,15704
2023-03-22,Malaysia Timur,9908
2023-03-22,Tengah,13481
2023-03-23,Utara,12643
2023-03-23,Selatan,4286
2023-03-23,Pantai Timur,3738
2023-03-23,Malaysia Timur,2469
2023-03-23,Tengah,4795
2023-03-24,Utara,6150
2023-03-24,Selatan,14468
2023-03-24,Pantai Timur,556
2023-03-24,Malaysia Timur,9017
2023-03-24,Tengah,2808
2023-03-25,Utara,5150
2023-03-25,Selatan,14870
2023-03-25,Pantai Timur,12713
2023-03-25,Malaysia Timur,7561
2023-03-25,Tengah,2719
2023-03-26,Utara,6506
2023-03-26,Selatan,11700
2023-03-26,Pantai Timur,3741
2023-03-26,Malaysia Timur,9766
2023-03-26,Tengah,3998
2023-03-27,Utara,10321
2023-03-27,Selatan,2403
2023-03-27,Pantai Timur,11521
2023-03-27,Malaysia Timur,8780
2023-03-27,Tengah,10204
2023-03-28,Utara,9739
2023-03-28,Selatan,294
2023-03-28,Pantai Timur,10177
2023-03-28,Malaysia Timur,5343
2023-03-28,Tengah,13836
2023-03-29,Utara,11309
2023-03-29,Selatan,9882
2023-03-29,Pantai Timur,1136
2023-03-29,Malaysia Timur,13544
2023-03-29,Tengah,2064
2023-03-30,Utara,12647
2023-03-30,Selatan,15582
2023-03-30,Pantai Timur,7009
2023-03-30,Malaysia Timur,12987
2023-03-30,Tengah,4543
2023-03-31,Utara,15191
2023-03-31,Selatan,14700
2023-03-31,Pantai Timur,12962
2023-03-31,Malaysia Timur,1007
2023-03-31,Tengah,5445
2023-04-01,Utara,10706
2023-04-01,Selatan,14749
2023-04-01,Pantai Timur,11718
2023-04-01,Malaysia Timur,12873
2023-04-01,Tengah,5352
2023-04-02,Utara,9439
2023-04-02,Selatan,13281
2023-04-02,Pantai Timur,12094
2023-04-02,Malaysia Timur,1435
2023-04-02,Tengah,571
2023-04-03,Utara,2382
2023-04-03,Selatan,9437
2023-04-03,Pantai Timur,10276
2023-04-03,Malaysia Timur,5084
2023-04-03,Tengah,277
2023-04-04,Utara,13507
2023-04-04,Selatan,7059
2023-04-04,Pantai Timur,1887
2023-04-04,Malaysia Timur,12771
2023-04-04,Tengah,1265
2023-04-05,Utara,7491
2023-04-05,Selatan,13018
2023-04-05,Pantai Timur,14527
2023-04-05,Malaysia Timur,1040
2023-04-05,Tengah,14859
2023-04-06,Utara,9109
2023-04-06,Selatan,14736
2023-04-06,Pantai Timur,8073
2023-04-06,Malaysia Timur,9077
2023-04-06,Tengah,2752
2023-04-07,Utara,8213
2023-04-07,Selatan,4569
2023-04-07,Pantai Timur,11383
2023-04-07,Malaysia Timur,6353
2023-04-07,Tengah,2353
2023-04-08,Utara,7437
2023-04-08,Selatan,4799
2023-04-08,Pantai Timur,686
2023-04-08,Malaysia Timur,8476
2023-04-08,Tengah,4811
2023-04-09,Utara,11939
2023-04-09,Selatan,8954
2023-04-09,Pantai Timur,5346
2023-04-09,Malaysia Timur,5043
2023-04-09,Tengah,2428
2023-04-10,Utara,10699
2023-04-10,Selatan,5126
2023-04-10,Pantai Timur,8220
2023-04-10,Malaysia Timur,9098
2023-04-10,Tengah,11296
2023-04-11,Utara,7813
2023-04-11,Selatan,15214
2023-04-11,Pantai Timur,14414
2023-04-11,Malaysia Timur,12191
2023-04-11,Tengah,11186
2023-04-12,Utara,10698
2023-04-12,Selatan,12857
2023-04-12,Pantai Timur,14294
2023-04-12,Malaysia Timur,11801
2023-04-12,Tengah,11745
2023-04-13,Utara,9645
2023-04-13,Selatan,13025
2023-04-13,Pantai Timur,3356
2023-04-13,Malaysia Timur,8707
2023-04-13,Tengah,14288
2023-04-14,Utara,7266
2023-04-14,Selatan,6540
2023-04-14,Pantai Timur,38
2023-04-14,Malaysia Timur,3342
2023-04-14,Tengah,9078
2023-04-15,Utara,2844
2023-04-15,Selatan,10396
2023-04-15,Pantai Timur,1098
2023-04-15,Malaysia Timur,7027
2023-04-15,Tengah,1823
2023-04-16,Utara,11393
2023-04-16,Selatan,13998
2023-04-16,Pantai Timur,13261
2023-04-16,Malaysia Timur,3155
2023-04-16,Tengah,3093
2023-04-17,Utara,11722
2023-04-17,Selatan,5658
2023-04-17,Pantai Timur,3778
2023-04-17,Malaysia Timur,2896
2023-04-17,Tengah,11645
2023-04-18,Utara,15083
2023-04-18,Selatan,11703
2023-04-18,Pantai Timur,988
2023-04-18,Malaysia Timur,4116
2023-04-18,Tengah,6446
2023-04-19,Utara,13156
2023-04-19,Selatan,12218
2023-04-19,Pantai Timur,4179
2023-04-19,Malaysia Timur,1682
2023-04-19,Tengah,14264
2023-04-20,Utara,13698
2023-04-20,Selatan,5626
2023-04-20,Pantai Timur,7424
2023-04-20,Malaysia Timur,12857
2023-04-20,Tengah,12155
2023-04-21,Utara,933
2023-04-21,Selatan,3598
2023-04-21,Pantai Timur,11425
2023-04-21,Malaysia Timur,1980
2023-04-21,Tengah,15522
2023-04-22,Utara,10047
2023-04-22,Selatan,3056
2023-04-22,Pantai Timur,8984
2023-04-22,Malaysia Timur,791
2023-04-22,Tengah,10001
2023-04-23,Utara,5390
2023-04-23,Selatan,6635
2023-04-23,Pantai Timur,2255
2023-04-23,Malaysia Timur,3610
2023-04-23,Tengah,1607
2023-04-24,Utara,5179
2023-04-24,Selatan,6573
2023-04-24,Pantai Timur,984
2023-04-24,Malaysia Timur,5776
2023-04-24,Tengah,3676
2023-04-25,Utara,3380
2023-04-25,Selatan,8711
2023-04-25,Pantai Timur,8782
2023-04-25,Malaysia Timur,1050
2023-04-25,Tengah,13997
2023-04-26,Utara,3633
2023-04-26,Selatan,14323
2023-04-26,Pantai Timur,6342
2023-04-26,Malaysia Timur,14722
2023-04-26,Tengah,12636
2023-04-27,Utara,959
2023-04-27,Selatan,6059
2023-04-27,Pantai Timur,8884
2023-04-27,Malaysia Timur,5655
2023-04-27,Tengah,12091
2023-04-28,Utara,4473
2023-04-28,Selatan,2946
2023-04-28,Pantai Timur,15251
2023-04-28,Malaysia Timur,7725
2023-04-28,Tengah,526
2023-04-29,Utara,3224
2023-04-29,Selatan,15069
2023-04-29,Pantai Timur,10445
2023-04-29,Malaysia Timur,14790
2023-04-29,Tengah,11536
2023-04-30,Utara,12157
2023-04-30,Selatan,13547
2023-04-30,Pantai Timur,1875
2023-04-30,Malaysia Timur,1763
2023-04-30,Tengah,8712
2023-05-01,Utara,5797
2023-05-01,Selatan,9208
2023-05-01,Pantai Timur,7099
2023-05-01,Malaysia Timur,15061
2023-05-01,Tengah,5109
2023-05-02,Utara,6644
2023-05-02,Selatan,116
2023-05-02,Pantai Timur,2433
2023-05-02,Malaysia Timur,5463
2023-05-02,Tengah,583
2023-05-03,Utara,8586
2023-05-03,Selatan,13375
2023-05-03,Pantai Timur,3788
2023-05-03,Malaysia Timur,10960
2023-05-03,Tengah,4167
2023-05-04,Utara,12052
2023-05-04,Selatan,8465
2023-05-04,Pantai Timur,10205
2023-05-04,Malaysia Timur,13631
2023-05-04,Tengah,12625
2023-05-05,Utara,1389
2023-05-05,Selatan,11758
2023-05-05,Pantai Timur,12894
2023-05-05,Malaysia Timur,8357
2023-05-05,Tengah,9759
2023-05-06,Utara,6154
2023-05-06,Selatan,5420
2023-05-06,Pantai Timur,8920
2023-05-06,Malaysia Timur,15136
2023-05-06,Tengah,2043
2023-05-07,Utara,4197
2023-05-07,Selatan,3496
2023-05-07,Pantai Timur,13703
2023-05-07,Malaysia Timur,778
2023-05-07,Tengah,213
2023-05-08,Utara,3762
2023-05-08,Selatan,13399
2023-05-08,Pantai Timur,9768
2023-05-08,Malaysia Timur,10640
2023-05-08,Tengah,6731
2023-05-09,Utara,11128
2023-05-09,Selatan,3117
2023-05-09,Pantai Timur,5791
2023-05-09,Malaysia Timur,8783
2023-05-09,Tengah,13621
2023-05-10,Utara,13397
2023-05-10,Selatan,14427
2023-05-10,Pantai Timur,2720
2023-05-10,Malaysia Timur,8905
2023-05-10,Tengah,9127
2023-05-11,Utara,6047
2023-05-11,Selatan,12529
2023-05-11,Pantai Timur,14331
2023-05-11,Malaysia Timur,8032
2023-05-11,Tengah,1
2023-05-12,Utara,6368
2023-05-12,Selatan,11040
2023-05-12,Pantai Timur,14056
2023-05-12,Malaysia Timur,12236
2023-05-12,Tengah,1949
2023-05-13,Utara,6732
2023-05-13,Selatan,14451
2023-05-13,Pantai Timur,7833
2023-05-13,Malaysia Timur,917
2023-05-13,Tengah,3174
2023-05-14,Utara,10433
2023-05-14,Selatan,15525
2023-05-14,Pantai Timur,7014
2023-05-14,Malaysia Timur,89
2023-05-14,Tengah,1709
2023-05-15,Utara,10361
2023-05-15,Selatan,12430
2023-05-15,Pantai Timur,3041
2023-05-15,Malaysia Timur,105
2023-05-15,Tengah,9078
2023-05-16,Utara,8619
2023-05-16,Selatan,13616
2023-05-16,Pantai Timur,1895
2023-05-16,Malaysia Timur,6090
2023-05-16,Tengah,8508
2023-05-17,Utara,6082
2023-05-17,Selatan,634
2023-05-17,Pantai Timur,1925
2023-05-17,Malaysia Timur,2056
2023-05-17,Tengah,6917
2023-05-18,Utara,3144
2023-05-18,Selatan,15718
2023-05-18,Pantai Timur,10462
2023-05-18,Malaysia Timur,9631
2023-05-18,Tengah,552
2023-05-19,Utara,15729
2023-05-19,Selatan,8907
2023-05-19,Pantai Timur,5383
2023-05-19,Malaysia Timur,3911
2023-05-19,Tengah,9905
2023-05-20,Utara,14171
2023-05-20,Selatan,3389
2023-05-20,Pantai Timur,9299
2023-05-20,Malaysia Timur,13629
2023-05-20,Tengah,12398
2023-05-21,Utara,8442
2023-05-21,Selatan,2430
2023-05-21,Pantai Timur,10246
2023-05-21,Malaysia Timur,458
2023-05-21,Tengah,13395
2023-05-22,Utara,207
2023-05-22,Selatan,899
2023-05-22,Pantai Timur,11653
2023-05-22,Malaysia Timur,11577
2023-05-22,Tengah,21
2023-05-23,Utara,8601
2023-05-23,Selatan,894
2023-05-23,Pantai Timur,514
2023-05-23,Malaysia Timur,7294
2023-05-23,Tengah,4904
2023-05-24,Utara,7867
2023-05-24,Selatan,13161
2023-05-24,Pantai Timur,4109
2023-05-24,Malaysia Timur,13258
2023-05-24,Tengah,15313
2023-05-25,Utara,15349
2023-05-25,Selatan,7179
2023-05-25,Pantai Timur,10326
2023-05-25,Malaysia Timur,11787
2023-05-25,Tengah,11148
2023-05-26,Utara,1560
2023-05-26,Selatan,13612
2023-05-26,Pantai Timur,1266
2023-05-26,Malaysia Timur,10361
2023-05-26,Tengah,15506
2023-05-27,Utara,3638
2023-05-27,Selatan,8941
2023-05-27,Pantai Timur,3427
2023-05-27,Malaysia Timur,4780
2023-05-27,Tengah,1927
2023-05-28,Utara,11996
2023-05-28,Selatan,11894
2023-05-28,Pantai Timur,2356
2023-05-28,Malaysia Timur,4790
2023-05-28,Tengah,10527
2023-05-29,Utara,306
2023-05-29,Selatan,7979
2023-05-29,Pantai Timur,3665
2023-05-29,Malaysia Timur,10181
2023-05-29,Tengah,7057
2023-05-30,Utara,661
2023-05-30,Selatan,4644
2023-05-30,Pantai Timur,15711
2023-05-30,Malaysia Timur,8503
2023-05-30,Tengah,2920
2023-05-31,Utara,9274
2023-05-31,Selatan,11163
2023-05-31,Pantai Timur,14025
2023-05-31,Malaysia Timur,8946
2023-05-31,Tengah,12322
2023-06-01,Utara,12732
2023-06-01,Selatan,6236
2023-06-01,Pantai Timur,6078
2023-06-01,Malaysia Timur,13518
2023-06-01,Tengah,352
2023-06-02,Utara,9094
2023-06-02,Selatan,13643
2023-06-02,Pantai Timur,12080
2023-06-02,Malaysia Timur,7005
2023-06-02,Tengah,14036
2023-06-03,Utara,158
2023-06-03,Selatan,10169
2023-06-03,Pantai Timur,956
2023-06-03,Malaysia Timur,2071
2023-06-03,Tengah,8595
2023-06-04,Utara,15140
2023-06-04,Selatan,12803
2023-06-04,Pantai Timur,10971
2023-06-04,Malaysia Timur,9579
